time,P1 [mmHg]3
918.6,1.25813579
918.7,1.258403273
918.8,1.258517908
918.9,1.257091335
919,1.258390536
919.1,1.257053123
919.2,1.256887538
919.3,1.256632793
919.4,1.256709217
919.5,1.256212463
919.6,1.256671005
919.7,1.256467208
919.8,1.256339836
919.9,1.257053123
920,1.256811115
920.1,1.257498927
920.2,1.257753672
920.3,1.259371305
920.4,1.259906271
920.5,1.260301126
920.6,1.26102715
920.7,1.261778649
920.8,1.261931496
920.9,1.261969708
921,1.261765912
921.1,1.261664013
921.2,1.262186241
921.3,1.262390038
921.4,1.261842335
921.5,1.261893284
921.6,1.261906021
921.7,1.26116726
921.8,1.259868059
921.9,1.259778898
922,1.261332844
922.1,1.261702225
922.2,1.261256421
922.3,1.260479448
922.4,1.260492185
922.5,1.260453973
922.6,1.260670507
922.7,1.261523903
922.8,1.260683244
922.9,1.260925252
923,1.260033643
923.1,1.259919008
923.2,1.259791635
923.3,1.258785391
923.4,1.258212214
923.5,1.257639037
923.6,1.257282394
923.7,1.257537139
923.8,1.256671005
923.9,1.255894031
924,1.25664553
924.1,1.256428997
924.2,1.255779396
924.3,1.255499176
924.4,1.255830345
924.5,1.256569107
924.6,1.255906769
924.7,1.256747428
924.8,1.25706586
924.9,1.256811115
925,1.258021155
925.1,1.257855571
925.2,1.258021155
925.3,1.258237689
925.4,1.258823603
925.5,1.258645281
925.6,1.258110316
925.7,1.2576263
925.8,1.257116809
925.9,1.255626549
926,1.253728696
926.1,1.253919755
926.2,1.252938986
926.3,1.252837087
926.4,1.251932741
926.5,1.252340334
926.6,1.250951972
926.7,1.248926746
926.8,1.250327846
926.9,1.248888535
927,1.249296127
927.1,1.247474698
927.2,1.247665757
927.3,1.246519403
927.4,1.24602265
927.5,1.245691481
927.6,1.244965456
927.7,1.244430491
927.8,1.243933738
927.9,1.242978443
928,1.242239681
928.1,1.241564606
928.2,1.239755914
928.3,1.238367552
928.4,1.238431239
928.5,1.237947222
928.6,1.235832836
928.7,1.235883785
928.8,1.23534882
928.9,1.235055863
929,1.235259659
929.1,1.235692726
929.2,1.235667252
929.3,1.236036632
929.4,1.236240429
929.5,1.236431488
929.6,1.237628791
929.7,1.237284885
929.8,1.237463206
929.9,1.2371193
930,1.238864306
930.1,1.239462957
930.2,1.242303368
930.3,1.242609062
930.4,1.242621799
930.5,1.24215052
930.6,1.241959461
930.7,1.241399022
930.8,1.240545625
930.9,1.241437234
931,1.241551869
931.1,1.240430989
931.2,1.240698472
931.3,1.240698472
931.4,1.240698472
931.5,1.240405515
931.6,1.240723947
931.7,1.240341829
931.8,1.239641279
931.9,1.238966204
932,1.238558611
932.1,1.238940729
932.2,1.237475944
932.3,1.237667003
932.4,1.235960209
932.5,1.234839329
932.6,1.234813855
932.7,1.233960458
932.8,1.233654763
932.9,1.233094324
933,1.23413878
933.1,1.232954214
933.2,1.232419249
933.3,1.231858809
933.4,1.231960707
933.5,1.231744173
933.6,1.231438479
933.7,1.231629538
933.8,1.231158259
933.9,1.230979937
934,1.230788878
934.1,1.230878039
934.2,1.231425742
934.3,1.231323844
934.4,1.232801367
934.5,1.232482935
934.6,1.232724943
934.7,1.232559359
934.8,1.233068849
934.9,1.232253664
935,1.230852565
935.1,1.230075591
935.2,1.230572345
935.3,1.230381286
935.4,1.230788878
935.5,1.230572345
935.6,1.232139029
935.7,1.231043624
935.8,1.233794873
935.9,1.23413878
936,1.233450967
936.1,1.23315801
936.2,1.233680238
936.3,1.234762906
936.4,1.234482686
936.5,1.23259757
936.6,1.231833334
936.7,1.233833085
936.8,1.233642026
936.9,1.235234185
937,1.234062356
937.1,1.231986182
937.2,1.232559359
937.3,1.231476691
937.4,1.231718699
937.5,1.235947472
937.6,1.231005412
937.7,1.231553114
937.8,1.228508908
937.9,1.232431986
938,1.232673994
938.1,1.23138753
938.2,1.232279139
938.3,1.229502414
938.4,1.227451714
938.5,1.230368549
938.6,1.23082709
938.7,1.230202964
938.8,1.230113803
938.9,1.230343074
939,1.22919672
939.1,1.227477189
939.2,1.227349816
939.3,1.227579087
939.4,1.228381535
939.5,1.22644547
939.6,1.22812679
939.7,1.23082709
939.8,1.232202715
939.9,1.232330088
940,1.233947721
940.1,1.234189729
940.2,1.235157761
940.3,1.235361557
940.4,1.237272147
940.5,1.237883536
940.6,1.239845075
940.7,1.239017153
940.8,1.238826094
940.9,1.238647772
941,1.238010909
941.1,1.235871048
941.2,1.239552118
941.3,1.239259161
941.4,1.240953217
941.5,1.241258912
941.6,1.241933987
941.7,1.241653767
941.8,1.241386284
941.9,1.241157014
942,1.240787633
942.1,1.23874967
942.2,1.239985185
942.3,1.238367552
942.4,1.23902989
942.5,1.238405764
942.6,1.239361059
942.7,1.23767974
942.8,1.238138281
942.9,1.235692726
943,1.236087581
943.1,1.235412506
943.2,1.235603565
943.3,1.23520871
943.4,1.23427889
943.5,1.234215203
943.6,1.235043126
943.7,1.23413878
943.8,1.233896772
943.9,1.233425493
944,1.23399867
944.1,1.233336332
944.2,1.233310857
944.3,1.233005163
944.4,1.232724943
944.5,1.231782385
944.6,1.233107061
944.7,1.23357834
944.8,1.233909509
944.9,1.234024144
945,1.234393525
945.1,1.233705713
945.2,1.232979688
945.3,1.23413878
945.4,1.234126042
945.5,1.231909758
945.6,1.231820597
945.7,1.232240927
945.8,1.233132536
945.9,1.232903265
946,1.232355562
946.1,1.232482935
946.2,1.234915753
946.3,1.227464452
946.4,1.22509532
946.5,1.225490175
946.6,1.225490175
946.7,1.225082583
946.8,1.22565576
946.9,1.225350065
947,1.226483682
947.1,1.226623792
947.2,1.227604562
947.3,1.227553613
947.4,1.22756635
947.5,1.228419747
947.6,1.229400516
947.7,1.22933683
947.8,1.228661755
947.9,1.228623543
948,1.229324093
948.1,1.229948219
948.2,1.228075841
948.3,1.228432484
948.4,1.230457709
948.5,1.230712455
948.6,1.230712455
948.7,1.230139278
948.8,1.231744173
948.9,1.230101066
949,1.229871795
949.1,1.230444972
949.2,1.230062854
949.3,1.230304862
949.4,1.230304862
949.5,1.231069098
949.6,1.231438479
949.7,1.231170996
949.8,1.231030886
949.9,1.231323844
950,1.23110731
950.1,1.230457709
950.2,1.230878039
950.3,1.230572345
950.4,1.231056361
950.5,1.230610557
950.6,1.231043624
950.7,1.230279388
950.8,1.23040676
950.9,1.229782634
951,1.229718948
951.1,1.229948219
951.2,1.230304862
951.3,1.230699718
951.4,1.230801616
951.5,1.231005412
951.6,1.230521396
951.7,1.230992675
951.8,1.230928988
951.9,1.230457709
952,1.230623294
952.1,1.230279388
952.2,1.231145522
952.3,1.230470447
952.4,1.230597819
952.5,1.23003738
952.6,1.230011905
952.7,1.230292125
952.8,1.22947694
952.9,1.228457959
953,1.229043873
953.1,1.228177739
953.2,1.228572594
953.3,1.228661755
953.4,1.229158508
953.5,1.228750916
953.6,1.229171246
953.7,1.228572594
953.8,1.229031136
953.9,1.228394272
954,1.227349816
954.1,1.227655511
954.2,1.22742624
954.3,1.225643023
954.4,1.228037629
954.5,1.228381535
954.6,1.228203213
954.7,1.227821095
954.8,1.228330586
954.9,1.228037629
955,1.228801865
955.1,1.227884782
955.2,1.227235181
955.3,1.224101813
955.4,1.225209956
955.5,1.224114551
955.6,1.223668746
955.7,1.223541374
955.8,1.223210205
955.9,1.222929985
956,1.221732682
956.1,1.2227644
956.2,1.222153011
956.3,1.222165749
956.4,1.222471443
956.5,1.222687977
956.6,1.22290451
956.7,1.222573341
956.8,1.222751663
956.9,1.222700714
957,1.222968197
957.1,1.222815349
957.2,1.223312103
957.3,1.223490424
957.4,1.223197467
957.5,1.223312103
957.6,1.221770893
957.7,1.224420245
957.8,1.223681483
957.9,1.223757907
958,1.223834331
958.1,1.223286628
958.2,1.222637028
958.3,1.223133781
958.4,1.222649765
958.5,1.222433231
958.6,1.224331084
958.7,1.224254661
958.8,1.22467499
958.9,1.224254661
959,1.222216698
959.1,1.222649765
959.2,1.221618046
959.3,1.222089325
959.4,1.220522641
959.5,1.219185228
959.6,1.220216947
959.7,1.220318845
959.8,1.218637526
959.9,1.219134279
960,1.218612051
960.1,1.218637526
960.2,1.218229933
960.3,1.217274638
960.4,1.217376536
960.5,1.216128284
960.6,1.216395767
960.7,1.217070842
960.8,1.2166123
960.9,1.21759307
961,1.216994418
961.1,1.216981681
961.2,1.217019893
961.3,1.217669494
961.4,1.216650512
961.5,1.217109054
961.6,1.217784129
961.7,1.217822341
961.8,1.218038874
961.9,1.219121542
962,1.217147266
962.1,1.215669743
962.2,1.216395767
962.3,1.218586577
962.4,1.21964377
962.5,1.218650263
962.6,1.218280882
962.7,1.218510153
962.8,1.218650263
962.9,1.218892271
963,1.218115298
963.1,1.218879534
963.2,1.218026137
963.3,1.217898764
963.4,1.217962451
963.5,1.218713949
963.6,1.218612051
963.7,1.218701212
963.8,1.219185228
963.9,1.219605558
964,1.218917746
964.1,1.219274389
964.2,1.219936727
964.3,1.220790124
964.4,1.221630784
964.5,1.221911003
964.6,1.223121044
964.7,1.222789875
964.8,1.222573341
964.9,1.224776888
965,1.225502913
965.1,1.225337328
965.2,1.227209706
965.3,1.228050366
965.4,1.228063103
965.5,1.229910007
965.6,1.229986431
965.7,1.22840701
965.8,1.230062854
965.9,1.230559608
966,1.230050117
966.1,1.22551565
966.2,1.223235679
966.3,1.224152762
966.4,1.223643272
966.5,1.221885529
966.6,1.219389025
966.7,1.217745917
966.8,1.215809853
966.9,1.2166123
967,1.216204708
967.1,1.216854308
967.2,1.219006907
967.3,1.22034432
967.4,1.220357057
967.5,1.221732682
967.6,1.222929985
967.7,1.224776888
967.8,1.224458457
967.9,1.223961703
968,1.225885031
968.1,1.226776639
968.2,1.224407508
968.3,1.227579087
968.4,1.227489926
968.5,1.228075841
968.6,1.227910256
968.7,1.227655511
968.8,1.226165251
968.9,1.225069846
969,1.223248416
969.1,1.22048443
969.2,1.218790373
969.3,1.220548116
969.4,1.219287126
969.5,1.21936355
969.6,1.219325338
969.7,1.21908333
969.8,1.218866797
969.9,1.218701212
970,1.218255408
970.1,1.220025888
970.2,1.220624539
970.3,1.222012902
970.4,1.221732682
970.5,1.224101813
970.6,1.225108057
970.7,1.226789377
970.8,1.228432484
970.9,1.231922495
971,1.234266152
971.1,1.235960209
971.2,1.237132037
971.3,1.240048871
971.4,1.241424496
971.5,1.243296875
971.6,1.245067355
971.7,1.246328344
971.8,1.248799374
971.9,1.251206717
972,1.252391283
972.1,1.2535249
972.2,1.255244431
972.3,1.255932243
972.4,1.255830345
972.5,1.256721954
972.6,1.25813579
972.7,1.258658018
972.8,1.257855571
972.9,1.25608509
973,1.25408534
973.1,1.25203464
973.2,1.251945479
973.3,1.252072851
973.4,1.250888286
973.5,1.249474449
973.6,1.249079594
973.7,1.247028894
973.8,1.248952221
973.9,1.249385288
974,1.247296376
974.1,1.2494235
974.2,1.250697227
974.3,1.251805369
974.4,1.251907267
974.5,1.252938986
974.6,1.252391283
974.7,1.254098077
974.8,1.25408534
974.9,1.25501516
975,1.254760415
975.1,1.255804871
975.2,1.255117058
975.3,1.255728447
975.4,1.254327348
975.5,1.256237938
975.6,1.255830345
975.7,1.256734691
975.8,1.257715461
975.9,1.258212214
976,1.257549876
976.1,1.257689986
976.2,1.257804622
976.3,1.257830096
976.4,1.257384292
976.5,1.256301624
976.6,1.254913262
976.7,1.253639535
976.8,1.252225699
976.9,1.250862811
977,1.250340583
977.1,1.25063354
977.2,1.249092331
977.3,1.247767655
977.4,1.24653214
977.5,1.245806116
977.6,1.24420122
977.7,1.242265156
977.8,1.244163009
977.9,1.243997424
978,1.242443478
978.1,1.243207714
978.2,1.242367054
978.3,1.24355162
978.4,1.244277644
978.5,1.246150022
978.6,1.247003419
978.7,1.248646527
978.8,1.249296127
978.9,1.249627296
979,1.249576347
979.1,1.249932991
979.2,1.247067106
979.3,1.250951972
979.4,1.250671752
979.5,1.250225948
979.6,1.251028396
979.7,1.251639784
979.8,1.252212961
979.9,1.251257666
980,1.249996677
980.1,1.247423749
980.2,1.24616276
980.3,1.244048373
980.4,1.244417754
980.5,1.242035885
980.6,1.241653767
980.7,1.243347824
980.8,1.243347824
980.9,1.244137534
981,1.246901521
981.1,1.250620803
981.2,1.252760664
981.3,1.25487505
981.4,1.258734442
981.5,1.262772156
981.6,1.266173006
981.7,1.26596921
981.8,1.2685294
981.9,1.270822108
982,1.271942988
982.1,1.274312119
982.2,1.276986945
982.3,1.276604827
982.4,1.274605077
982.5,1.273407773
982.6,1.272159521
982.7,1.270389041
982.8,1.268631298
982.9,1.267892537
983,1.268898781
983.1,1.268160019
983.2,1.267943486
983.3,1.267892537
983.4,1.268694985
983.5,1.273764417
983.6,1.274312119
983.7,1.275471211
983.8,1.275815117
983.9,1.275827854
984,1.274936245
984.1,1.275343838
984.2,1.275496685
984.3,1.275967964
984.4,1.274146535
984.5,1.272019411
984.6,1.269675754
984.7,1.266657022
984.8,1.26568899
984.9,1.266593336
985,1.265752676
985.1,1.266300379
985.2,1.2664787
985.3,1.267395783
985.4,1.268376553
985.5,1.269624805
985.6,1.271484446
985.7,1.271726454
985.8,1.271458972
985.9,1.27235058
986,1.273879052
986.1,1.274350331
986.2,1.273369562
986.3,1.27398095
986.4,1.272465216
986.5,1.271650031
986.6,1.27043999
986.7,1.267650529
986.8,1.266733446
986.9,1.266300379
987,1.262084343
987.1,1.261702225
987.2,1.263026901
987.3,1.262364563
987.4,1.26186781
987.5,1.262708469
987.6,1.264466212
987.7,1.265396033
987.8,1.266274904
987.9,1.267102826
988,1.269179001
988.1,1.270248931
988.2,1.269803127
988.3,1.270248931
988.4,1.271064116
988.5,1.271344336
988.6,1.271739191
988.7,1.271242438
988.8,1.270592837
988.9,1.270363567
989,1.270936744
989.1,1.271433497
989.2,1.270338092
989.3,1.269713966
989.4,1.268223706
989.5,1.268503926
989.6,1.268758671
989.7,1.266835344
989.8,1.265485193
989.9,1.264950228
990,1.263625552
990.1,1.262351826
990.2,1.263510917
990.3,1.262351826
990.4,1.262160767
990.5,1.260734193
990.6,1.260441236
990.7,1.260224702
990.8,1.25720597
990.9,1.256352573
991,1.25599593
991.1,1.256046879
991.2,1.25720597
991.3,1.2582759
991.4,1.257689986
991.5,1.256734691
991.6,1.257116809
991.7,1.255906769
991.8,1.256416259
991.9,1.256199726
992,1.256721954
992.1,1.256250675
992.2,1.256352573
992.3,1.256416259
992.4,1.257651774
992.5,1.257218707
992.6,1.259014662
992.7,1.260339338
992.8,1.260708718
992.9,1.260823354
993,1.26130737
993.1,1.261192734
993.2,1.261294633
993.3,1.258352324
993.4,1.26060682
993.5,1.260683244
993.6,1.26074693
993.7,1.26130737
993.8,1.261116311
993.9,1.261218209
994,1.261383794
994.1,1.26060682
994.2,1.261613064
994.3,1.262479198
994.4,1.26265752
994.5,1.261676751
994.6,1.262109818
994.7,1.261816861
994.8,1.262491936
994.9,1.261536641
995,1.261549378
995.1,1.261816861
995.2,1.261765912
995.3,1.260250177
995.4,1.259243933
995.5,1.257129546
995.6,1.257651774
995.7,1.256518158
995.8,1.256823852
995.9,1.256874801
996,1.254556618
996.1,1.253970704
996.2,1.254123551
996.3,1.254136289
996.4,1.253091833
996.5,1.248837586
996.6,1.247245427
996.7,1.248493679
996.8,1.247996926
996.9,1.245767904
997,1.244723448
997.1,1.244392279
997.2,1.248315358
997.3,1.249028645
997.4,1.249308864
997.5,1.249831092
997.6,1.249780143
997.7,1.249767406
997.8,1.248761162
997.9,1.249589084
998,1.249538135
998.1,1.249092331
998.2,1.249334339
998.3,1.248544628
998.4,1.248672001
998.5,1.247895028
998.6,1.247398274
998.7,1.248035138
998.8,1.248468205
998.9,1.245755167
999,1.246901521
999.1,1.247054368
999.2,1.247347325
999.3,1.246634038
999.4,1.246799623
999.5,1.247118055
999.6,1.246914258
999.7,1.246481191
999.8,1.246837835
999.9,1.24616276
1000,1.246659513
1000.1,1.24574243
1000.2,1.245360312
1000.3,1.246213709
1000.4,1.247602071
1000.5,1.247156266
1000.6,1.24639203
1000.7,1.246277395
1000.8,1.247411012
1000.9,1.246965207
1001,1.248098824
1001.1,1.248875797
1001.2,1.249614559
1001.3,1.249614559
1001.4,1.250429744
1001.5,1.25035332
1001.6,1.251576098
1001.7,1.252531393
1001.8,1.254123551
1001.9,1.255422753
1002,1.257053123
1002.1,1.25599593
1002.2,1.254862313
1002.3,1.253919755
1002.4,1.253881543
1002.5,1.253130045
1002.6,1.252276648
1002.7,1.251881792
1002.8,1.254416509
1002.9,1.25217475
1003,1.251627047
1003.1,1.252098326
1003.2,1.251385039
1003.3,1.250837337
1003.4,1.251130294
1003.5,1.251092082
1003.6,1.25091376
1003.7,1.249754669
1003.8,1.248200722
1003.9,1.244723448
1004,1.24504188
1004.1,1.244519652
1004.2,1.244697974
1004.3,1.243882789
1004.4,1.244048373
1004.5,1.242863807
1004.6,1.241972199
1004.7,1.241768402
1004.8,1.240494676
1004.9,1.240367303
1005,1.241475445
1005.1,1.242787384
1005.2,1.244519652
1005.3,1.246761411
1005.4,1.247143529
1005.5,1.247742181
1005.6,1.248429993
1005.7,1.2494235
1005.8,1.250990184
1005.9,1.2521238
1006,1.252773401
1006.1,1.252633291
1006.2,1.252837087
1006.3,1.252098326
1006.4,1.248429993
1006.5,1.247258165
1006.6,1.246825097
1006.7,1.249512661
1006.8,1.249920253
1006.9,1.249461712
1007,1.249499923
1007.1,1.249805618
1007.2,1.249448974
1007.3,1.248990433
1007.4,1.249028645
1007.5,1.249054119
1007.6,1.248684738
1007.7,1.247920502
1007.8,1.248391781
1007.9,1.247551122
1008,1.247958714
1008.1,1.24765302
1008.2,1.246786886
1008.3,1.246710462
1008.4,1.246825097
1008.5,1.247219953
1008.6,1.247194478
1008.7,1.246506666
1008.8,1.246901521
1008.9,1.246519403
1009,1.246710462
1009.1,1.246366556
1009.2,1.247169004
1009.3,1.246175497
1009.4,1.247067106
1009.5,1.246965207
1009.6,1.246646776
1009.7,1.245589583
1009.8,1.247805867
1009.9,1.246684988
1010,1.247602071
1010.1,1.248035138
1010.2,1.247360063
1010.3,1.247321851
1010.4,1.246990682
1010.5,1.247844079
1010.6,1.249105068
1010.7,1.248022401
1010.8,1.24709258
1010.9,1.247907765
1011,1.248570103
1011.1,1.247525647
1011.2,1.2500731
1011.3,1.250200473
1011.4,1.248493679
1011.5,1.248824848
1011.6,1.248633789
1011.7,1.249219704
1011.8,1.248468205
1011.9,1.248684738
1012,1.247181741
1012.1,1.245576845
1012.2,1.244099322
1012.3,1.243054866
1012.4,1.242392529
1012.5,1.24108059
1012.6,1.239768652
1012.7,1.238074595
1012.8,1.236991927
1012.9,1.236176742
1013,1.236138531
1013.1,1.236240429
1013.2,1.236380539
1013.3,1.237641528
1013.4,1.236265903
1013.5,1.235998421
1013.6,1.237157512
1013.7,1.237475944
1013.8,1.237692477
1013.9,1.238278391
1014,1.239424745
1014.1,1.239972448
1014.2,1.241513657
1014.3,1.242303368
1014.4,1.242545376
1014.5,1.240978692
1014.6,1.241564606
1014.7,1.243500671
1014.8,1.244277644
1014.9,1.245220202
1015,1.245169253
1015.1,1.246035387
1015.2,1.246124548
1015.3,1.247360063
1015.4,1.24653214
1015.5,1.245704218
1015.6,1.247882291
1015.7,1.248035138
1015.8,1.247984189
1015.9,1.245971701
1016,1.243819102
1016.1,1.241131539
1016.2,1.241844826
1016.3,1.241195225
1016.4,1.240087083
1016.5,1.239220949
1016.6,1.237361308
1016.7,1.236648021
1016.8,1.236214954
1016.9,1.235998421
1017,1.23604937
1017.1,1.235285134
1017.2,1.235756413
1017.3,1.236087581
1017.4,1.236431488
1017.5,1.236928241
1017.6,1.237335834
1017.7,1.2371193
1017.8,1.237195724
1017.9,1.238303866
1018,1.239615804
1018.1,1.239424745
1018.2,1.239679491
1018.3,1.242468952
1018.4,1.243398773
1018.5,1.243220451
1018.6,1.243386035
1018.7,1.244061111
1018.8,1.245156515
1018.9,1.24616276
1019,1.247385537
1019.1,1.246302869
1019.2,1.245844328
1019.3,1.244672499
1019.4,1.24206136
1019.5,1.240036134
1019.6,1.239883287
1019.7,1.23795996
1019.8,1.236851817
1019.9,1.235565354
1020,1.233871297
1020.1,1.234342576
1020.2,1.233820348
1020.3,1.232559359
1020.4,1.232801367
1020.5,1.232966951
1020.6,1.233412755
1020.7,1.233692975
1020.8,1.233463704
1020.9,1.235221447
1021,1.236648021
1021.1,1.235539879
1021.2,1.236711708
1021.3,1.237667003
1021.4,1.238010909
1021.5,1.239717703
1021.6,1.238966204
1021.7,1.239131788
1021.8,1.240723947
1021.9,1.239997922
1022,1.239921499
1022.1,1.240061609
1022.2,1.240838582
1022.3,1.240723947
1022.4,1.240838582
1022.5,1.242010411
1022.6,1.242354317
1022.7,1.242927494
1022.8,1.24136081
1022.9,1.241997673
1023,1.242456215
1023.1,1.242634537
1023.2,1.242163258
1023.3,1.242940231
1023.4,1.243462459
1023.5,1.241717453
1023.6,1.241284386
1023.7,1.241768402
1023.8,1.243194976
1023.9,1.242583588
1024,1.243182239
1024.1,1.242902019
1024.2,1.240647523
1024.3,1.241539132
1024.4,1.241195225
1024.5,1.238622298
1024.6,1.23888978
1024.7,1.239195475
1024.8,1.238800619
1024.9,1.238800619
1025,1.240252668
1025.1,1.244672499
1025.2,1.243780891
1025.3,1.23860956
1025.4,1.237590579
1025.5,1.237475944
1025.6,1.237921748
1025.7,1.236915504
1025.8,1.237042876
1025.9,1.237552367
1026,1.236635284
1026.1,1.236915504
1026.2,1.237692477
1026.3,1.236507911
1026.4,1.236253166
1026.5,1.236813606
1026.6,1.236724445
1026.7,1.236864555
1026.8,1.237068351
1026.9,1.237233935
1027,1.236571598
1027.1,1.236380539
1027.2,1.236100319
1027.3,1.236711708
1027.4,1.236584335
1027.5,1.236953716
1027.6,1.23683908
1027.7,1.236660758
1027.8,1.237730689
1027.9,1.238036383
1028,1.23767974
1028.1,1.237284885
1028.2,1.23669897
1028.3,1.236507911
1028.4,1.238342078
1028.5,1.23860956
1028.6,1.238762407
1028.7,1.239386534
1028.8,1.239641279
1028.9,1.241233437
1029,1.240112558
1029.1,1.241526394
1029.2,1.240112558
1029.3,1.241016904
1029.4,1.24023993
1029.5,1.240532888
1029.6,1.239603067
1029.7,1.239412008
1029.8,1.239603067
1029.9,1.238494925
1030,1.238673247
1030.1,1.237475944
1030.2,1.237526893
1030.3,1.237412257
1030.4,1.237081088
1030.5,1.23683908
1030.6,1.236304115
1030.7,1.236355064
1030.8,1.233552865
1030.9,1.236826343
1031,1.235055863
1031.1,1.234049619
1031.2,1.233056112
1031.3,1.231998919
1031.4,1.231094573
1031.5,1.231094573
1031.6,1.229285881
1031.7,1.228891026
1031.8,1.229311355
1031.9,1.23082709
1032,1.228941975
1032.1,1.229591575
1032.2,1.228508908
1032.3,1.228941975
1032.4,1.229604313
1032.5,1.23082709
1032.6,1.230088329
1032.7,1.23138753
1032.8,1.232444723
1032.9,1.233680238
1033,1.232572096
1033.1,1.234597321
1033.2,1.236406013
1033.3,1.238736933
1033.4,1.238393027
1033.5,1.238061858
1033.6,1.239628542
1033.7,1.239157263
1033.8,1.238660509
1033.9,1.239896024
1034,1.238966204
1034.1,1.238584086
1034.2,1.23753963
1034.3,1.238545874
1034.4,1.237475944
1034.5,1.237858062
1034.6,1.235157761
1034.7,1.236113056
1034.8,1.236864555
1034.9,1.235934734
1035,1.236520649
1035.1,1.234584584
1035.2,1.235514404
1035.3,1.235412506
1035.4,1.235030388
1035.5,1.232075342
1035.6,1.233616552
1035.7,1.233463704
1035.8,1.232330088
1035.9,1.225808607
1036,1.226114301
1036.1,1.226369047
1036.2,1.226292623
1036.3,1.2248151
1036.4,1.223961703
1036.5,1.224522143
1036.6,1.223923492
1036.7,1.224496669
1036.8,1.223961703
1036.9,1.224280135
1037,1.222751663
1037.1,1.222726188
1037.2,1.221541623
1037.3,1.222586079
1037.4,1.222153011
1037.5,1.223261154
1037.6,1.22430561
1037.7,1.223146518
1037.8,1.222586079
1037.9,1.223133781
1038,1.222280384
1038.1,1.224076339
1038.2,1.223987178
1038.3,1.22360506
1038.4,1.22239502
1038.5,1.222649765
1038.6,1.222433231
1038.7,1.223375789
1038.8,1.222547867
1038.9,1.223095569
1039,1.22360506
1039.1,1.22248418
1039.2,1.22332484
1039.3,1.223630534
1039.4,1.223999915
1039.5,1.224827838
1039.6,1.225630285
1039.7,1.225872293
1039.8,1.226878537
1039.9,1.227744672
1040,1.227196969
1040.1,1.227744672
1040.2,1.228317849
1040.3,1.229120296
1040.4,1.231005412
1040.5,1.232266401
1040.6,1.231540377
1040.7,1.232342825
1040.8,1.232521147
1040.9,1.232966951
1041,1.232699468
1041.1,1.232508409
1041.2,1.232406511
1041.3,1.231476691
1041.4,1.232533884
1041.5,1.233208959
1041.6,1.232304613
1041.7,1.235145024
1041.8,1.232330088
1041.9,1.231604064
1042,1.232342825
1042.1,1.232635782
1042.2,1.232151766
1042.3,1.233183485
1042.4,1.230941726
1042.5,1.230648768
1042.6,1.230483184
1042.7,1.231030886
1042.8,1.230126541
1042.9,1.227859307
1043,1.227120546
1043.1,1.227044122
1043.2,1.226763902
1043.3,1.227349816
1043.4,1.226292623
1043.5,1.226572843
1043.6,1.22579587
1043.7,1.225961454
1043.8,1.225324591
1043.9,1.225630285
1044,1.224840575
1044.1,1.224789626
1044.2,1.224853312
1044.3,1.224267398
1044.4,1.223273891
1044.5,1.22360506
1044.6,1.224471194
1044.7,1.225286379
1044.8,1.224471194
1044.9,1.224432982
1045,1.223452213
1045.1,1.223617797
1045.2,1.221770893
1045.3,1.220879285
1045.4,1.220942971
1045.5,1.222051113
1045.6,1.221872792
1045.7,1.22304462
1045.8,1.222165749
1045.9,1.223273891
1046,1.222929985
1046.1,1.223146518
1046.2,1.222828087
1046.3,1.223630534
1046.4,1.224713202
1046.5,1.225324591
1046.6,1.226318098
1046.7,1.226279886
1046.8,1.226458208
1046.9,1.227413503
1047,1.22905661
1047.1,1.230394023
1047.2,1.229578838
1047.3,1.230113803
1047.4,1.229795372
1047.5,1.230508659
1047.6,1.231604064
1047.7,1.233527391
1047.8,1.232992426
1047.9,1.23273768
1048,1.233221696
1048.1,1.233285383
1048.2,1.233489179
1048.3,1.233973195
1048.4,1.233909509
1048.5,1.233922246
1048.6,1.232673994
1048.7,1.229069347
1048.8,1.227833833
1048.9,1.227196969
1049,1.226929487
1049.1,1.232266401
1049.2,1.230610557
1049.3,1.230572345
1049.4,1.230648768
1049.5,1.22630536
1049.6,1.228101315
1049.7,1.231120047
1049.8,1.236788131
1049.9,1.237463206
1050,1.237501418
1050.1,1.237055614
1050.2,1.237705214
1050.3,1.238151019
1050.4,1.239488432
1050.5,1.239284635
1050.6,1.239195475
1050.7,1.238762407
1050.8,1.238991678
1050.9,1.236737182
1051,1.234839329
1051.1,1.234151517
1051.2,1.232431986
1051.3,1.232024393
1051.4,1.231795123
1051.5,1.230878039
1051.6,1.232279139
1051.7,1.233769399
1051.8,1.238902517
1051.9,1.238252917
1052,1.24029088
1052.1,1.240571099
1052.2,1.239857812
1052.3,1.238558611
1052.4,1.237654265
1052.5,1.237004665
1052.6,1.23795996
1052.7,1.236724445
1052.8,1.23604937
1052.9,1.233540128
1053,1.230737929
1053.1,1.23054687
1053.2,1.230419498
1053.3,1.228241425
1053.4,1.228305111
1053.5,1.229718948
1053.6,1.231476691
1053.7,1.23632959
1053.8,1.239501169
1053.9,1.240392778
1054,1.24052015
1054.1,1.240915006
1054.2,1.241437234
1054.3,1.240316354
1054.4,1.240430989
1054.5,1.238647772
1054.6,1.236355064
1054.7,1.233527391
1054.8,1.232495672
1054.9,1.237412257
1055,1.23343823
1055.1,1.235730938
1055.2,1.237348571
1055.3,1.235832836
1055.4,1.238061858
1055.5,1.237437732
